trial,method,rotation_error_x_deg,translation_error_x,rotation_error_y_deg,translation_error_y,worst_rotation_error_deg,worst_translation_error,final_loss,success_rot_le_5deg
49.0,ZNN-CORO,0.3233155705677007,0.030316107808522407,0.32356111428053475,0.021380041918384954,0.32356111428053475,0.030316107808522407,0.00017612203255175339,1.0
49.0,GNN-CORO,6.3712999335322555,0.4993017113984943,2.3942741293547156,0.5545202462167516,6.3712999335322555,0.5545202462167516,0.07117980122423147,0.0
50.0,ZNN-CORO,0.19840072212026605,0.007830404731229071,0.1750484482893427,0.006213794547116446,0.19840072212026605,0.007830404731229071,0.00028443323014871064,1.0
50.0,GNN-CORO,9.02231442893584,0.2828220012440934,5.2696105689126735,0.17195737402741726,9.02231442893584,0.2828220012440934,0.16598441752664597,0.0
51.0,ZNN-CORO,0.3647365719654588,0.009503251359198385,0.5514484150276133,0.007998935432996276,0.5514484150276133,0.009503251359198385,0.000214765013528005,1.0
51.0,GNN-CORO,3.176058693419737,0.17472965482239147,8.533876852116826,0.2927316081361186,8.533876852116826,0.2927316081361186,0.12075654814761404,0.0
52.0,ZNN-CORO,0.5992900995760921,0.021959831183119137,0.3525750320591319,0.02685643225128822,0.5992900995760921,0.02685643225128822,0.0006085907908498987,1.0
52.0,GNN-CORO,10.557037669655406,0.3948369172022893,9.858717997651475,0.1276966210768406,10.557037669655406,0.3948369172022893,0.2913378440537677,0.0
53.0,ZNN-CORO,0.29770917728101404,0.017908417397930924,0.2983355985235161,0.023026746960892987,0.2983355985235161,0.023026746960892987,0.00033013176956298696,1.0
53.0,GNN-CORO,2.2751455201109323,0.21343638234966472,7.998425224619025,0.09692264019105615,7.998425224619025,0.21343638234966472,0.061514352651392705,0.0
54.0,ZNN-CORO,0.3999832505584223,0.00656403042006918,0.40968451404075856,0.002723052282525991,0.40968451404075856,0.00656403042006918,0.00033173772182004273,1.0
54.0,GNN-CORO,15.818004425378522,0.5837480336481,13.972107482270992,0.29183171347454545,15.818004425378522,0.5837480336481,0.392572125044596,0.0
55.0,ZNN-CORO,0.3148162586396283,0.02201212661756097,0.6073854070773194,0.023134579068876223,0.6073854070773194,0.023134579068876223,0.0002022588874354776,1.0
55.0,GNN-CORO,14.846728852161954,0.33683358353024,4.784928668083108,0.031472876022027016,14.846728852161954,0.33683358353024,0.19692162023509874,0.0
56.0,ZNN-CORO,0.6250299663845515,0.011274693017674815,0.6122876798105324,0.012011592222638255,0.6250299663845515,0.012011592222638255,0.00038930326663787424,1.0
56.0,GNN-CORO,14.512803824333172,0.2024856380392716,9.773997222173339,0.2764663180873878,14.512803824333172,0.2764663180873878,0.049179163391440274,0.0
57.0,ZNN-CORO,0.1710695090853406,0.013692220984295152,0.4047722481963623,0.009771551171443385,0.4047722481963623,0.013692220984295152,0.000180683107941056,1.0
57.0,GNN-CORO,9.541130336943892,0.3800767195941148,6.881393591046455,0.33153580342800454,9.541130336943892,0.3800767195941148,0.21080833037535063,0.0
58.0,ZNN-CORO,1.15415864504114,0.012188613274529048,1.285410193995696,0.02496672323214918,1.285410193995696,0.02496672323214918,0.0002932669801893709,1.0
58.0,GNN-CORO,5.129842694562414,0.31348968481345824,15.6859199205945,0.1710692793056829,15.6859199205945,0.31348968481345824,0.2826712937851635,0.0
59.0,ZNN-CORO,0.398252175016874,0.026477110471887326,0.3417505898247836,0.019307754975161035,0.398252175016874,0.026477110471887326,0.00017113770134114057,1.0
59.0,GNN-CORO,14.75606274301136,0.07023917381079811,6.5173228619489345,0.25118868800582106,14.75606274301136,0.25118868800582106,0.12102766542946271,0.0
60.0,ZNN-CORO,0.28672687473358555,0.011219140499680867,0.11951831566720356,0.010451097928261838,0.28672687473358555,0.011219140499680867,0.000332770206027604,1.0
60.0,GNN-CORO,6.391231130499258,0.2529900267098461,3.6695880610189637,0.1626566142226288,6.391231130499258,0.2529900267098461,0.18549638383256614,0.0
61.0,ZNN-CORO,0.5267888225291714,0.014218787817038957,0.69673331242033,0.0020163726069220415,0.69673331242033,0.014218787817038957,0.0004046835893363103,1.0
61.0,GNN-CORO,7.305709893672218,0.1966536207738936,7.48680529833438,0.12829095406215937,7.48680529833438,0.1966536207738936,0.18293525203744143,0.0
62.0,ZNN-CORO,0.4303524897431913,0.012495538641997313,0.2545368162803199,0.006331623819031603,0.4303524897431913,0.012495538641997313,0.00024263485708033805,1.0
62.0,GNN-CORO,2.5555428325616805,0.3094911415196105,13.815326140996117,0.1535268105652145,13.815326140996117,0.3094911415196105,0.20928528491085296,0.0
63.0,ZNN-CORO,0.48720553690127766,0.0043570595273866915,0.5593271747499682,0.009595252605661039,0.5593271747499682,0.009595252605661039,0.0003534704501169272,1.0
63.0,GNN-CORO,1.8904914251644982,0.23616306449604269,2.7027055886400646,0.20215852107442028,2.7027055886400646,0.23616306449604269,0.07533568364879532,1.0
64.0,ZNN-CORO,0.3092990647709402,0.007420268827031654,0.2780364034584182,0.013790901324743612,0.3092990647709402,0.013790901324743612,0.0003590795773917143,1.0
64.0,GNN-CORO,3.720750136798985,0.10784603204783982,7.054674310545037,0.37745710327283694,7.054674310545037,0.37745710327283694,0.1589581335122803,0.0
65.0,ZNN-CORO,0.5618665880297935,0.003871071238852071,0.4524409452903983,0.007768233352878408,0.5618665880297935,0.007768233352878408,0.00014834993747129752,1.0
65.0,GNN-CORO,4.664366306098578,0.11448976122417356,3.8497413357333903,0.2567718360890856,4.664366306098578,0.2567718360890856,0.029332215830080503,1.0
66.0,ZNN-CORO,0.4643574692608613,0.007258891967075402,0.48132056102270143,0.01812868252430948,0.48132056102270143,0.01812868252430948,0.000485820722580442,1.0
66.0,GNN-CORO,8.151214145770426,0.19220145709229755,2.512812351041809,0.34511367347658223,8.151214145770426,0.34511367347658223,0.24210278399413945,0.0
67.0,ZNN-CORO,0.5246286569566118,0.009040587120257116,0.21965541334504007,0.011422928487363673,0.5246286569566118,0.011422928487363673,0.0005478957911967862,1.0
67.0,GNN-CORO,10.620051055136535,0.27307458267762785,8.43784293328399,0.5084045582669579,10.620051055136535,0.5084045582669579,0.1668623145295768,0.0
68.0,ZNN-CORO,0.9535255022823016,0.03026155599091195,0.8960654917811668,0.026438928399990413,0.9535255022823016,0.03026155599091195,0.0005500327002036408,1.0
68.0,GNN-CORO,2.4027818261047673,0.17804460815028433,14.251644473184996,0.14353348287875828,14.251644473184996,0.17804460815028433,0.18458315052568983,0.0
69.0,ZNN-CORO,0.3824194329984908,0.011772915616595454,0.4711971172358067,0.0036377097034018015,0.4711971172358067,0.011772915616595454,0.0003261431415390499,1.0
69.0,GNN-CORO,9.66047616016389,0.3117705342041608,3.9330322021629294,0.2741128957143266,9.66047616016389,0.3117705342041608,0.10829634977514875,0.0
70.0,ZNN-CORO,0.6121813608149782,0.016141868090140874,0.5777035143778552,0.010592922816466385,0.6121813608149782,0.016141868090140874,0.00011416842145004276,1.0
70.0,GNN-CORO,4.788774359365629,0.10734692966445888,12.662204978436176,0.21219925930210612,12.662204978436176,0.21219925930210612,0.17123121142225683,0.0
71.0,ZNN-CORO,0.40291924051082373,0.018911065047816235,0.3164676706341856,0.02175856779314572,0.40291924051082373,0.02175856779314572,0.00014934754241533103,1.0
71.0,GNN-CORO,15.093914510778685,0.49187964919242433,2.8133839991562293,0.3093474341707617,15.093914510778685,0.49187964919242433,0.36495691451776574,0.0
72.0,ZNN-CORO,0.23835130688124284,0.027657288454345813,0.25739446582504666,0.02080628037206757,0.25739446582504666,0.027657288454345813,0.0008012528469340763,1.0
72.0,GNN-CORO,5.0279230252190965,0.3126122769565866,1.427818633944786,0.3589394405671274,5.0279230252190965,0.3589394405671274,0.09260756856166374,0.0
73.0,ZNN-CORO,0.26201086432385795,0.012366665425859518,0.2838963081738019,0.010597006288357066,0.2838963081738019,0.012366665425859518,0.000472379645027621,1.0
